Freq[Hz]     dBSPL  Phase[Deg]
5.00000      1.128     0.145
5.07273      1.128     0.148
5.14651      1.128     0.150
5.22137      1.128     0.152
5.29732      1.128     0.154
5.37437      1.128     0.156
5.45254      1.128     0.159
5.53185      1.128     0.161
5.61231      1.128     0.163
5.69394      1.128     0.166
5.77676      1.128     0.168
5.86079      1.128     0.171
5.94604      1.128     0.173
6.03252      1.128     0.176
6.12027      1.128     0.178
6.20929      1.128     0.181
6.29961      1.129     0.184
6.39124      1.129     0.186
6.48420      1.129     0.189
6.57851      1.129     0.192
6.67420      1.129     0.195
6.77128      1.129     0.198
6.86977      1.129     0.201
6.96969      1.129     0.204
7.07107      1.129     0.207
7.17392      1.129     0.210
7.27827      1.129     0.213
7.38413      1.129     0.216
7.49154      1.129     0.219
7.60050      1.130     0.222
7.71105      1.130     0.225
7.82321      1.130     0.229
7.93701      1.130     0.232
8.05245      1.130     0.235
8.16958      1.130     0.239
8.28841      1.130     0.242
8.40896      1.130     0.246
8.53128      1.130     0.250
8.65537      1.130     0.253
8.78126      1.131     0.257
8.90899      1.131     0.261
9.03857      1.131     0.265
9.17004      1.131     0.268
9.30342      1.131     0.272
9.43874      1.131     0.276
9.57603      1.131     0.280
9.71532      1.131     0.284
9.85663      1.132     0.289
10.0000      1.132     0.293
10.1455      1.132     0.297
10.2930      1.132     0.301
10.4427      1.132     0.306
10.5946      1.132     0.310
10.7487      1.133     0.315
10.9051      1.133     0.319
11.0637      1.133     0.324
11.2246      1.133     0.329
11.3879      1.133     0.333
11.5535      1.134     0.338
11.7216      1.134     0.343
11.8921      1.134     0.348
12.0650      1.134     0.353
12.2405      1.134     0.358
12.4186      1.135     0.363
12.5992      1.135     0.369
12.7825      1.135     0.374
12.9684      1.135     0.379
13.1570      1.136     0.385
13.3484      1.136     0.391
13.5426      1.136     0.396
13.7395      1.137     0.402
13.9394      1.137     0.408
14.1421      1.137     0.414
14.3478      1.138     0.420
14.5565      1.138     0.426
14.7683      1.138     0.432
14.9831      1.139     0.438
15.2010      1.139     0.444
15.4221      1.139     0.450
15.6464      1.140     0.456
15.8740      1.140     0.462
16.1049      1.140     0.468
16.3392      1.141     0.474
16.5768      1.141     0.481
16.8179      1.142     0.487
17.0626      1.142     0.494
17.3107      1.143     0.500
17.5625      1.143     0.507
17.8180      1.143     0.514
18.0771      1.144     0.521
18.3401      1.144     0.528
18.6068      1.145     0.535
18.8775      1.146     0.542
19.1521      1.146     0.549
19.4306      1.147     0.556
19.7133      1.147     0.564
20.0000      1.148     0.571
20.2909      1.149     0.579
20.5860      1.149     0.587
20.8855      1.150     0.595
21.1893      1.150     0.602
21.4975      1.151     0.611
21.8102      1.152     0.619
22.1274      1.153     0.627
22.4492      1.153     0.635
