Freq[Hz]     dBSPL  Phase[Deg]
5.00000      0.579    -0.141
5.07273      0.579    -0.143
5.14651      0.579    -0.145
5.22137      0.579    -0.148
5.29732      0.579    -0.150
5.37437      0.579    -0.152
5.45254      0.579    -0.154
5.53185      0.579    -0.156
5.61231      0.579    -0.159
5.69394      0.579    -0.161
5.77676      0.579    -0.163
5.86079      0.579    -0.165
5.94604      0.579    -0.168
6.03252      0.579    -0.170
6.12027      0.579    -0.173
6.20929      0.579    -0.175
6.29961      0.579    -0.178
6.39124      0.579    -0.180
6.48420      0.579    -0.183
6.57851      0.580    -0.185
6.67420      0.580    -0.188
6.77128      0.580    -0.191
6.86977      0.580    -0.194
6.96969      0.580    -0.196
7.07107      0.580    -0.199
7.17392      0.580    -0.202
7.27827      0.580    -0.205
7.38413      0.580    -0.208
7.49154      0.580    -0.211
7.60050      0.580    -0.214
7.71105      0.580    -0.217
7.82321      0.580    -0.220
7.93701      0.580    -0.223
8.05245      0.580    -0.227
8.16958      0.580    -0.230
8.28841      0.580    -0.233
8.40896      0.580    -0.237
8.53128      0.581    -0.240
8.65537      0.581    -0.243
8.78126      0.581    -0.247
8.90899      0.581    -0.251
9.03857      0.581    -0.254
9.17004      0.581    -0.258
9.30342      0.581    -0.262
9.43874      0.581    -0.265
9.57603      0.581    -0.269
9.71532      0.581    -0.273
9.85663      0.581    -0.277
10.0000      0.581    -0.281
10.1455      0.582    -0.285
10.2930      0.582    -0.289
10.4427      0.582    -0.294
10.5946      0.582    -0.298
10.7487      0.582    -0.302
10.9051      0.582    -0.307
11.0637      0.582    -0.311
11.2246      0.582    -0.315
11.3879      0.582    -0.320
11.5535      0.583    -0.325
11.7216      0.583    -0.329
11.8921      0.583    -0.334
12.0650      0.583    -0.339
12.2405      0.583    -0.344
12.4186      0.583    -0.349
12.5992      0.583    -0.354
12.7825      0.584    -0.359
12.9684      0.584    -0.365
13.1570      0.584    -0.370
13.3484      0.584    -0.375
13.5426      0.584    -0.381
13.7395      0.584    -0.386
13.9394      0.585    -0.392
14.1421      0.585    -0.398
14.3478      0.585    -0.403
14.5565      0.585    -0.409
14.7683      0.585    -0.415
14.9831      0.586    -0.421
15.2010      0.586    -0.428
15.4221      0.586    -0.435
15.6464      0.586    -0.441
15.8740      0.587    -0.448
16.1049      0.587    -0.455
16.3392      0.587    -0.462
16.5768      0.587    -0.469
16.8179      0.588    -0.477
17.0626      0.588    -0.484
17.3107      0.588    -0.491
17.5625      0.589    -0.499
17.8180      0.589    -0.507
18.0771      0.589    -0.515
18.3401      0.589    -0.523
18.6068      0.590    -0.531
18.8775      0.590    -0.539
19.1521      0.590    -0.547
19.4306      0.591    -0.556
19.7133      0.591    -0.564
20.0000      0.592    -0.573
20.2909      0.592    -0.582
20.5860      0.592    -0.591
20.8855      0.593    -0.600
21.1893      0.593    -0.609
21.4975      0.594    -0.619
21.8102      0.594    -0.628
22.1274      0.595    -0.638
22.4492      0.595    -0.648
22.7758      0.596    -0.658
23.1071      0.596    -0.668
23.4432      0.597    -0.678
23.7841      0.597    -0.689
24.1301      0.598    -0.699
24.4811      0.598    -0.710
24.8372      0.599    -0.721
25.1984      0.599    -0.733
25.5649      0.600    -0.744
25.9368      0.601    -0.756
26.3141      0.601    -0.767
26.6968      0.602    -0.779
27.0851      0.603    -0.791
27.4791      0.603    -0.804
27.8788      0.604    -0.816
28.2843      0.605    -0.829
28.6957      0.606    -0.842
29.1131      0.607    -0.855
29.5365      0.607    -0.868
29.9661      0.608    -0.882
30.4020      0.609    -0.896
30.8442      0.610    -0.910
31.2929      0.611    -0.924
31.7480      0.612    -0.938
32.2098      0.613    -0.953
32.6783      0.614    -0.968
33.1536      0.615    -0.983
33.6359      0.616    -0.999
34.1251      0.617    -1.015
34.6215      0.618    -1.031
35.1250      0.619    -1.047
35.6359      0.621    -1.064
36.1543      0.622    -1.081
36.6802      0.623    -1.098
37.2137      0.624    -1.115
37.7550      0.626    -1.133
38.3041      0.627    -1.151
38.8613      0.628    -1.169
39.4265      0.630    -1.188
40.0000      0.631    -1.207
40.5818      0.633    -1.227
41.1721      0.634    -1.246
41.7710      0.636    -1.266
42.3785      0.638    -1.287
42.9949      0.639    -1.308
43.6203      0.641    -1.329
44.2548      0.643    -1.351
44.8985      0.645    -1.373
45.5515      0.647    -1.395
46.2141      0.649    -1.418
46.8863      0.651    -1.441
47.5683      0.653    -1.465
48.2602      0.655    -1.489
48.9621      0.657    -1.514
49.6743      0.659    -1.539
50.3968      0.662    -1.564
51.1299      0.664    -1.590
51.8736      0.667    -1.617
52.6281      0.669    -1.644
53.3936      0.672    -1.672
54.1702      0.674    -1.700
54.9581      0.677    -1.729
55.7575      0.680    -1.758
56.5685      0.683    -1.788
57.3914      0.686    -1.818
58.2261      0.689    -1.849
59.0730      0.692    -1.881
59.9323      0.695    -1.914
60.8040      0.698    -1.947
61.6884      0.702    -1.981
62.5857      0.705    -2.015
63.4960      0.709    -2.050
64.4196      0.712    -2.086
65.3566      0.716    -2.123
66.3073      0.720    -2.160
67.2717      0.724    -2.199
68.2502      0.728    -2.238
69.2429      0.732    -2.278
70.2501      0.736    -2.319
71.2719      0.741    -2.360
72.3086      0.745    -2.403
73.3603      0.750    -2.447
74.4274      0.754    -2.492
