Freq[Hz]     dBSPL  Phase[Deg]
5.00000      0.645    -0.126
5.07273      0.645    -0.128
5.14651      0.645    -0.130
5.22137      0.645    -0.132
5.29732      0.645    -0.134
5.37437      0.645    -0.136
5.45254      0.645    -0.138
5.53185      0.645    -0.140
5.61231      0.645    -0.142
5.69394      0.645    -0.144
5.77676      0.645    -0.146
5.86079      0.645    -0.148
5.94604      0.646    -0.150
6.03252      0.646    -0.152
6.12027      0.646    -0.154
6.20929      0.646    -0.157
6.29961      0.646    -0.159
6.39124      0.646    -0.161
6.48420      0.646    -0.164
6.57851      0.646    -0.166
6.67420      0.646    -0.168
6.77128      0.646    -0.171
6.86977      0.646    -0.173
6.96969      0.646    -0.176
7.07107      0.646    -0.178
7.17392      0.646    -0.181
7.27827      0.646    -0.183
7.38413      0.646    -0.186
7.49154      0.646    -0.189
7.60050      0.647    -0.191
7.71105      0.647    -0.194
7.82321      0.647    -0.197
7.93701      0.647    -0.200
8.05245      0.647    -0.203
8.16958      0.647    -0.206
8.28841      0.647    -0.209
8.40896      0.647    -0.212
8.53128      0.647    -0.215
8.65537      0.647    -0.218
8.78126      0.647    -0.221
8.90899      0.648    -0.224
9.03857      0.648    -0.228
9.17004      0.648    -0.231
9.30342      0.648    -0.234
9.43874      0.648    -0.238
9.57603      0.648    -0.241
9.71532      0.648    -0.245
9.85663      0.648    -0.248
10.0000      0.648    -0.252
10.1455      0.649    -0.255
10.2930      0.649    -0.259
10.4427      0.649    -0.263
10.5946      0.649    -0.267
10.7487      0.649    -0.271
10.9051      0.649    -0.275
11.0637      0.649    -0.279
11.2246      0.650    -0.283
11.3879      0.650    -0.287
11.5535      0.650    -0.291
11.7216      0.650    -0.295
11.8921      0.650    -0.300
12.0650      0.651    -0.304
12.2405      0.651    -0.308
12.4186      0.651    -0.313
12.5992      0.651    -0.318
12.7825      0.651    -0.322
12.9684      0.652    -0.327
13.1570      0.652    -0.332
13.3484      0.652    -0.337
13.5426      0.652    -0.342
13.7395      0.652    -0.347
13.9394      0.653    -0.352
14.1421      0.653    -0.357
14.3478      0.653    -0.362
14.5565      0.654    -0.368
14.7683      0.654    -0.373
14.9831      0.654    -0.379
15.2010      0.654    -0.385
15.4221      0.655    -0.391
15.6464      0.655    -0.397
15.8740      0.655    -0.403
16.1049      0.656    -0.410
16.3392      0.656    -0.416
16.5768      0.656    -0.423
16.8179      0.657    -0.429
17.0626      0.657    -0.436
17.3107      0.658    -0.443
17.5625      0.658    -0.450
17.8180      0.658    -0.457
18.0771      0.659    -0.465
18.3401      0.659    -0.472
18.6068      0.660    -0.479
18.8775      0.660    -0.487
19.1521      0.661    -0.495
19.4306      0.661    -0.503
19.7133      0.661    -0.511
20.0000      0.662    -0.519
20.2909      0.663    -0.527
20.5860      0.663    -0.535
20.8855      0.664    -0.544
21.1893      0.664    -0.552
21.4975      0.665    -0.561
21.8102      0.665    -0.570
22.1274      0.666    -0.579
22.4492      0.667    -0.589
22.7758      0.667    -0.598
23.1071      0.668    -0.608
23.4432      0.669    -0.617
23.7841      0.669    -0.627
24.1301      0.670    -0.637
24.4811      0.671    -0.648
24.8372      0.672    -0.658
25.1984      0.672    -0.669
25.5649      0.673    -0.679
25.9368      0.674    -0.690
26.3141      0.675    -0.702
26.6968      0.676    -0.713
27.0851      0.677    -0.724
27.4791      0.678    -0.736
27.8788      0.679    -0.748
28.2843      0.680    -0.760
28.6957      0.681    -0.773
29.1131      0.682    -0.785
29.5365      0.683    -0.798
29.9661      0.684    -0.811
30.4020      0.685    -0.825
30.8442      0.686    -0.838
31.2929      0.688    -0.852
31.7480      0.689    -0.866
32.2098      0.690    -0.881
32.6783      0.691    -0.895
33.1536      0.693    -0.910
33.6359      0.694    -0.925
34.1251      0.696    -0.941
34.6215      0.697    -0.957
35.1250      0.699    -0.973
35.6359      0.700    -0.989
36.1543      0.702    -1.006
36.6802      0.703    -1.023
37.2137      0.705    -1.040
37.7550      0.707    -1.058
38.3041      0.709    -1.076
38.8613      0.710    -1.095
39.4265      0.712    -1.113
40.0000      0.714    -1.133
40.5818      0.716    -1.152
41.1721      0.718    -1.172
41.7710      0.720    -1.193
42.3785      0.723    -1.213
42.9949      0.725    -1.235
43.6203      0.727    -1.256
44.2548      0.729    -1.279
44.8985      0.732    -1.301
45.5515      0.734    -1.324
46.2141      0.737    -1.348
46.8863      0.739    -1.372
47.5683      0.742    -1.397
48.2602      0.745    -1.422
48.9621      0.747    -1.448
49.6743      0.750    -1.474
50.3968      0.753    -1.501
51.1299      0.756    -1.529
51.8736      0.759    -1.557
52.6281      0.763    -1.586
53.3936      0.766    -1.615
54.1702      0.769    -1.645
54.9581      0.773    -1.676
55.7575      0.776    -1.708
56.5685      0.780    -1.740
57.3914      0.783    -1.773
58.2261      0.787    -1.807
59.0730      0.791    -1.842
59.9323      0.795    -1.877
60.8040      0.799    -1.914
61.6884      0.803    -1.951
62.5857      0.808    -1.989
63.4960      0.812    -2.028
64.4196      0.816    -2.068
65.3566      0.821    -2.109
66.3073      0.826    -2.151
67.2717      0.830    -2.195
68.2502      0.835    -2.239
69.2429      0.840    -2.284
70.2501      0.846    -2.330
71.2719      0.851    -2.378
72.3086      0.856    -2.427
73.3603      0.862    -2.477
74.4274      0.867    -2.529
75.5099      0.873    -2.581
76.6083      0.879    -2.635
77.7226      0.885    -2.691
78.8531      0.891    -2.748
80.0000      0.897    -2.806
81.1636      0.904    -2.866
82.3442      0.910    -2.928
83.5419      0.917    -2.991
84.7570      0.924    -3.056
85.9899      0.930    -3.123
87.2406      0.937    -3.191
88.5096      0.945    -3.261
89.7970      0.952    -3.334
91.1031      0.959    -3.408
92.4282      0.967    -3.484
93.7726      0.975    -3.562
95.1366      0.983    -3.642
96.5204      0.991    -3.724
97.9243      0.999    -3.809
99.3486      1.007    -3.896
100.794      1.015    -3.985
102.260      1.024    -4.076
103.747      1.032    -4.170
105.256      1.041    -4.267
106.787      1.050    -4.366
108.340      1.059    -4.468
109.916      1.068    -4.573
111.515      1.078    -4.680
113.137      1.087    -4.790
114.783      1.096    -4.903
116.452      1.106    -5.019
118.146      1.116    -5.139
119.865      1.126    -5.261
121.608      1.135    -5.387
123.377      1.145    -5.516
125.171      1.155    -5.648
126.992      1.166    -5.784
128.839      1.176    -5.924
130.713      1.186    -6.067
132.615      1.196    -6.213
134.543      1.207    -6.364
136.500      1.217    -6.518
138.486      1.228    -6.676
140.500      1.238    -6.838
142.544      1.249    -7.005
144.617      1.259    -7.175
146.721      1.270    -7.350
148.855      1.280    -7.528
151.020      1.290    -7.711
153.217      1.301    -7.899
155.445      1.311    -8.091
157.706      1.321    -8.287
160.000      1.332    -8.488
162.327      1.342    -8.694
164.688      1.352    -8.904
