Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -1.903    -1.421
5.07273     -1.903    -1.442
5.14651     -1.903    -1.463
5.22137     -1.903    -1.484
5.29732     -1.903    -1.506
5.37437     -1.903    -1.528
5.45254     -1.903    -1.550
5.53185     -1.903    -1.572
5.61231     -1.903    -1.595
5.69394     -1.903    -1.619
5.77676     -1.903    -1.642
5.86079     -1.903    -1.666
5.94604     -1.903    -1.690
6.03252     -1.903    -1.715
6.12027     -1.903    -1.740
6.20929     -1.903    -1.765
6.29961     -1.903    -1.791
6.39124     -1.903    -1.817
6.48420     -1.903    -1.843
6.57851     -1.904    -1.870
6.67420     -1.904    -1.897
6.77128     -1.904    -1.925
6.86977     -1.904    -1.953
6.96969     -1.904    -1.981
7.07107     -1.904    -2.010
7.17392     -1.904    -2.039
7.27827     -1.904    -2.069
7.38413     -1.904    -2.099
7.49154     -1.904    -2.129
7.60050     -1.904    -2.160
7.71105     -1.904    -2.192
7.82321     -1.904    -2.223
7.93701     -1.904    -2.256
8.05245     -1.904    -2.289
8.16958     -1.904    -2.322
8.28841     -1.904    -2.356
8.40896     -1.904    -2.390
8.53128     -1.904    -2.425
8.65537     -1.904    -2.460
8.78126     -1.904    -2.496
8.90899     -1.905    -2.532
9.03857     -1.905    -2.569
9.17004     -1.905    -2.606
9.30342     -1.905    -2.644
9.43874     -1.905    -2.682
9.57603     -1.905    -2.721
9.71532     -1.905    -2.761
9.85663     -1.905    -2.801
10.0000     -1.905    -2.842
10.1455     -1.905    -2.883
10.2930     -1.905    -2.925
10.4427     -1.905    -2.968
10.5946     -1.905    -3.011
10.7487     -1.906    -3.054
10.9051     -1.906    -3.099
11.0637     -1.906    -3.144
11.2246     -1.906    -3.190
11.3879     -1.906    -3.236
11.5535     -1.906    -3.283
11.7216     -1.906    -3.331
11.8921     -1.906    -3.379
12.0650     -1.906    -3.428
12.2405     -1.907    -3.478
12.4186     -1.907    -3.529
12.5992     -1.907    -3.580
12.7825     -1.907    -3.632
