Freq[Hz]     dBSPL  Phase[Deg]
5.00000      0.858    -0.012
5.07273      0.858    -0.012
5.14651      0.858    -0.012
5.22137      0.858    -0.012
5.29732      0.858    -0.012
5.37437      0.858    -0.012
5.45254      0.858    -0.013
5.53185      0.858    -0.013
5.61231      0.858    -0.013
5.69394      0.858    -0.013
5.77676      0.858    -0.013
5.86079      0.859    -0.013
5.94604      0.859    -0.014
6.03252      0.859    -0.014
6.12027      0.859    -0.014
6.20929      0.859    -0.014
6.29961      0.859    -0.014
6.39124      0.859    -0.015
6.48420      0.859    -0.015
6.57851      0.859    -0.015
6.67420      0.859    -0.015
6.77128      0.859    -0.015
6.86977      0.859    -0.015
6.96969      0.859    -0.016
7.07107      0.860    -0.016
7.17392      0.860    -0.016
7.27827      0.860    -0.016
7.38413      0.860    -0.017
7.49154      0.860    -0.017
7.60050      0.860    -0.017
7.71105      0.860    -0.017
7.82321      0.860    -0.018
7.93701      0.860    -0.018
8.05245      0.860    -0.018
8.16958      0.861    -0.018
8.28841      0.861    -0.019
8.40896      0.861    -0.019
8.53128      0.861    -0.019
8.65537      0.861    -0.019
8.78126      0.861    -0.020
8.90899      0.861    -0.020
9.03857      0.861    -0.020
9.17004      0.862    -0.020
9.30342      0.862    -0.021
9.43874      0.862    -0.021
9.57603      0.862    -0.021
9.71532      0.862    -0.022
9.85663      0.862    -0.022
10.0000      0.863    -0.022
10.1455      0.863    -0.023
10.2930      0.863    -0.023
10.4427      0.863    -0.024
10.5946      0.863    -0.024
10.7487      0.864    -0.024
10.9051      0.864    -0.025
11.0637      0.864    -0.025
11.2246      0.864    -0.025
11.3879      0.864    -0.026
11.5535      0.865    -0.026
11.7216      0.865    -0.027
11.8921      0.865    -0.027
12.0650      0.865    -0.028
12.2405      0.866    -0.028
12.4186      0.866    -0.029
12.5992      0.866    -0.029
12.7825      0.867    -0.030
12.9684      0.867    -0.030
13.1570      0.867    -0.031
13.3484      0.867    -0.031
13.5426      0.868    -0.032
13.7395      0.868    -0.032
13.9394      0.868    -0.033
14.1421      0.869    -0.034
14.3478      0.869    -0.034
14.5565      0.870    -0.035
14.7683      0.870    -0.035
14.9831      0.870    -0.036
15.2010      0.871    -0.037
15.4221      0.871    -0.038
15.6464      0.872    -0.039
15.8740      0.872    -0.041
16.1049      0.872    -0.042
16.3392      0.873    -0.043
16.5768      0.873    -0.044
16.8179      0.874    -0.046
17.0626      0.874    -0.047
17.3107      0.875    -0.048
17.5625      0.875    -0.050
17.8180      0.876    -0.051
18.0771      0.877    -0.053
18.3401      0.877    -0.054
18.6068      0.878    -0.056
18.8775      0.878    -0.057
19.1521      0.879    -0.059
19.4306      0.880    -0.060
19.7133      0.880    -0.062
20.0000      0.881    -0.064
20.2909      0.882    -0.066
20.5860      0.882    -0.068
20.8855      0.883    -0.069
21.1893      0.884    -0.071
21.4975      0.885    -0.073
21.8102      0.886    -0.075
22.1274      0.886    -0.078
22.4492      0.887    -0.080
22.7758      0.888    -0.082
23.1071      0.889    -0.084
23.4432      0.890    -0.087
23.7841      0.891    -0.089
24.1301      0.892    -0.092
24.4811      0.893    -0.094
24.8372      0.894    -0.097
25.1984      0.895    -0.100
25.5649      0.896    -0.102
25.9368      0.897    -0.105
26.3141      0.899    -0.108
26.6968      0.900    -0.111
27.0851      0.901    -0.114
27.4791      0.902    -0.118
27.8788      0.904    -0.121
28.2843      0.905    -0.124
28.6957      0.906    -0.128
29.1131      0.908    -0.132
29.5365      0.909    -0.135
29.9661      0.911    -0.139
30.4020      0.912    -0.143
30.8442      0.914    -0.148
31.2929      0.916    -0.152
31.7480      0.917    -0.156
32.2098      0.919    -0.161
32.6783      0.921    -0.166
33.1536      0.923    -0.171
33.6359      0.925    -0.176
34.1251      0.927    -0.181
34.6215      0.929    -0.186
35.1250      0.931    -0.192
35.6359      0.933    -0.198
36.1543      0.935    -0.204
36.6802      0.937    -0.210
37.2137      0.939    -0.216
37.7550      0.942    -0.223
38.3041      0.944    -0.230
38.8613      0.947    -0.237
39.4265      0.949    -0.244
40.0000      0.952    -0.252
40.5818      0.954    -0.259
41.1721      0.957    -0.267
41.7710      0.960    -0.276
42.3785      0.963    -0.285
42.9949      0.966    -0.294
43.6203      0.969    -0.303
44.2548      0.972    -0.313
44.8985      0.975    -0.323
45.5515      0.979    -0.333
46.2141      0.982    -0.344
46.8863      0.985    -0.355
47.5683      0.989    -0.366
48.2602      0.993    -0.378
48.9621      0.996    -0.391
49.6743      1.000    -0.404
50.3968      1.004    -0.417
51.1299      1.008    -0.431
51.8736      1.013    -0.445
52.6281      1.017    -0.460
53.3936      1.021    -0.475
54.1702      1.026    -0.491
54.9581      1.030    -0.507
55.7575      1.035    -0.525
56.5685      1.040    -0.542
57.3914      1.045    -0.561
58.2261      1.050    -0.580
59.0730      1.055    -0.600
59.9323      1.061    -0.620
60.8040      1.066    -0.641
61.6884      1.072    -0.663
62.5857      1.077    -0.686
63.4960      1.083    -0.710
64.4196      1.089    -0.734
65.3566      1.095    -0.760
66.3073      1.102    -0.786
67.2717      1.108    -0.814
68.2502      1.115    -0.842
69.2429      1.121    -0.872
70.2501      1.128    -0.902
71.2719      1.135    -0.934
72.3086      1.143    -0.967
73.3603      1.150    -1.001
74.4274      1.157    -1.036
75.5099      1.165    -1.073
76.6083      1.173    -1.111
77.7226      1.181    -1.150
78.8531      1.189    -1.191
80.0000      1.198    -1.233
81.1636      1.206    -1.277
82.3442      1.215    -1.322
83.5419      1.224    -1.369
84.7570      1.233    -1.417
85.9899      1.242    -1.468
