Freq[Hz]     dBSPL  Phase[Deg]
5.00000     -1.897    -1.436
5.07273     -1.897    -1.457
5.14651     -1.897    -1.478
5.22137     -1.897    -1.500
5.29732     -1.897    -1.521
5.37437     -1.897    -1.544
5.45254     -1.897    -1.566
5.53185     -1.897    -1.589
5.61231     -1.897    -1.612
5.69394     -1.897    -1.635
5.77676     -1.897    -1.659
5.86079     -1.897    -1.683
5.94604     -1.897    -1.708
6.03252     -1.897    -1.732
6.12027     -1.897    -1.758
6.20929     -1.897    -1.783
6.29961     -1.897    -1.809
6.39124     -1.897    -1.835
6.48420     -1.897    -1.862
6.57851     -1.897    -1.889
6.67420     -1.897    -1.917
6.77128     -1.897    -1.945
6.86977     -1.898    -1.973
6.96969     -1.898    -2.002
7.07107     -1.898    -2.031
7.17392     -1.898    -2.060
7.27827     -1.898    -2.090
7.38413     -1.898    -2.120
7.49154     -1.898    -2.151
7.60050     -1.898    -2.183
7.71105     -1.898    -2.214
7.82321     -1.898    -2.247
7.93701     -1.898    -2.279
8.05245     -1.898    -2.312
8.16958     -1.898    -2.346
8.28841     -1.898    -2.380
8.40896     -1.898    -2.415
8.53128     -1.898    -2.450
8.65537     -1.898    -2.485
8.78126     -1.898    -2.522
8.90899     -1.898    -2.558
9.03857     -1.898    -2.595
9.17004     -1.898    -2.633
9.30342     -1.898    -2.671
9.43874     -1.898    -2.710
9.57603     -1.898    -2.750
9.71532     -1.898    -2.790
9.85663     -1.898    -2.830
10.0000     -1.898    -2.871
10.1455     -1.898    -2.913
10.2930     -1.898    -2.955
10.4427     -1.898    -2.998
10.5946     -1.898    -3.042
10.7487     -1.899    -3.086
10.9051     -1.899    -3.131
11.0637     -1.899    -3.177
11.2246     -1.899    -3.223
11.3879     -1.899    -3.270
11.5535     -1.899    -3.317
11.7216     -1.899    -3.365
11.8921     -1.899    -3.414
12.0650     -1.899    -3.464
12.2405     -1.899    -3.514
12.4186     -1.899    -3.565
12.5992     -1.899    -3.617
12.7825     -1.899    -3.670
12.9684     -1.899    -3.723
13.1570     -1.899    -3.777
13.3484     -1.899    -3.832
13.5426     -1.900    -3.888
13.7395     -1.900    -3.945
13.9394     -1.900    -4.002
14.1421     -1.900    -4.060
14.3478     -1.900    -4.119
14.5565     -1.900    -4.179
14.7683     -1.900    -4.240
14.9831     -1.900    -4.301
15.2010     -1.900    -4.364
15.4221     -1.900    -4.428
15.6464     -1.900    -4.492
15.8740     -1.901    -4.558
16.1049     -1.901    -4.624
16.3392     -1.901    -4.691
16.5768     -1.901    -4.760
16.8179     -1.901    -4.829
17.0626     -1.901    -4.899
17.3107     -1.901    -4.971
17.5625     -1.901    -5.043
17.8180     -1.902    -5.117
18.0771     -1.902    -5.191
18.3401     -1.902    -5.267
18.6068     -1.902    -5.343
18.8775     -1.902    -5.421
19.1521     -1.902    -5.500
19.4306     -1.902    -5.580
19.7133     -1.903    -5.661
20.0000     -1.903    -5.744
20.2909     -1.903    -5.827
20.5860     -1.903    -5.912
20.8855     -1.903    -5.998
21.1893     -1.904    -6.086
21.4975     -1.904    -6.174
21.8102     -1.904    -6.264
22.1274     -1.904    -6.355
22.4492     -1.904    -6.448
22.7758     -1.905    -6.542
23.1071     -1.905    -6.637
23.4432     -1.905    -6.734
23.7841     -1.905    -6.832
24.1301     -1.906    -6.931
24.4811     -1.906    -7.032
24.8372     -1.906    -7.134
25.1984     -1.906    -7.238
25.5649     -1.907    -7.343
25.9368     -1.907    -7.450
26.3141     -1.907    -7.559
26.6968     -1.908    -7.669
27.0851     -1.908    -7.780
27.4791     -1.908    -7.893
27.8788     -1.909    -8.008
28.2843     -1.909    -8.125
28.6957     -1.909    -8.243
29.1131     -1.910    -8.363
29.5365     -1.910    -8.485
29.9661     -1.910    -8.608
30.4020     -1.911    -8.733
30.8442     -1.911    -8.860
31.2929     -1.912    -8.989
31.7480     -1.912    -9.120
32.2098     -1.912    -9.253
32.6783     -1.913    -9.387
33.1536     -1.913    -9.524
33.6359     -1.914    -9.662
34.1251     -1.914    -9.803
34.6215     -1.915    -9.945
35.1250     -1.915   -10.090
35.6359     -1.916   -10.237
36.1543     -1.916   -10.386
36.6802     -1.917   -10.537
37.2137     -1.918   -10.690
37.7550     -1.918   -10.845
38.3041     -1.919   -11.003
38.8613     -1.920   -11.163
39.4265     -1.920   -11.325
40.0000     -1.921   -11.490
40.5818     -1.922   -11.657
41.1721     -1.922   -11.826
41.7710     -1.923   -11.998
42.3785     -1.924   -12.172
42.9949     -1.925   -12.349
43.6203     -1.925   -12.529
44.2548     -1.926   -12.711
44.8985     -1.927   -12.896
45.5515     -1.928   -13.083
46.2141     -1.929   -13.273
46.8863     -1.930   -13.466
47.5683     -1.931   -13.661
48.2602     -1.932   -13.860
48.9621     -1.933   -14.061
49.6743     -1.934   -14.265
50.3968     -1.935   -14.473
51.1299     -1.936   -14.683
51.8736     -1.937   -14.896
52.6281     -1.938   -15.112
53.3936     -1.940   -15.332
54.1702     -1.941   -15.554
54.9581     -1.942   -15.780
55.7575     -1.944   -16.009
56.5685     -1.945   -16.242
57.3914     -1.946   -16.477
58.2261     -1.948   -16.717
59.0730     -1.949   -16.959
59.9323     -1.951   -17.205
60.8040     -1.952   -17.455
61.6884     -1.954   -17.708
62.5857     -1.956   -17.965
